"","X","Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Nacionality","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"132",181,1,43,1,9853,1,1,140,1,3,1,3,3,128.3,1,0,0,1,0,0,35,0,19,21,21,21,12.6190476190476,0,13,19,19,19,12.7894736842105,0,12.4,0.5,1.79,"Not Dropout"
"133",183,1,39,1,9773,1,19,133.1,1,19,19,3,4,104,0,0,1,0,0,0,27,0,0,6,6,5,12,0,0,6,6,0,0,0,11.1,0.6,2.02,"Dropout"
"134",184,1,18,3,9070,1,1,131,1,1,37,5,5,122.3,1,0,0,0,0,0,19,0,0,6,6,6,12.1666666666667,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"135",185,1,17,2,9254,1,1,143,1,1,19,4,6,135,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"136",186,1,18,2,9147,1,1,132,1,3,3,5,7,119.1,1,0,1,0,0,0,20,0,0,5,9,3,10,0,0,5,9,3,10.5714285714286,0,10.8,1.4,1.74,"Dropout"
"137",187,1,43,1,9238,1,1,143,1,1,37,5,9,126.6,0,0,1,0,0,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10,0,9.4,-0.8,-3.12,"Not Dropout"
"138",189,1,39,1,9085,1,1,133.1,1,1,19,9,9,162.3,1,0,0,1,0,0,24,0,0,6,10,2,11,0,0,6,6,0,0,0,8.9,1.4,3.51,"Dropout"
"139",190,1,17,4,9070,1,1,148,1,1,3,4,1,163.4,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12,0,16.2,0.3,-0.92,"Not Dropout"
"140",191,1,1,1,9254,1,1,125,1,19,38,9,8,121.5,0,0,0,1,0,1,21,0,0,6,7,6,12,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,"Not Dropout"
"141",193,1,39,1,9147,1,1,140,1,12,3,4,3,118,1,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"142",194,1,51,1,9853,1,1,139,1,1,1,4,10,134,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"143",195,1,1,4,9500,1,1,142,1,38,38,9,8,129.8,1,0,0,1,0,0,18,0,0,8,8,7,12.2428571428571,0,0,8,8,7,12.2428571428571,0,12.7,3.7,-1.7,"Not Dropout"
"144",196,1,39,1,9991,0,40,130,1,19,1,3,4,152,1,0,0,1,0,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,"Dropout"
"145",197,1,18,6,9500,1,1,126,1,37,37,5,5,122.8,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,"Not Dropout"
"146",198,1,7,1,9119,1,3,150,1,3,2,2,2,150,0,0,0,1,0,0,35,0,0,5,0,0,0,0,0,5,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"147",200,1,39,1,9500,1,1,120,1,1,3,175,121,105.9,0,0,0,1,0,0,35,0,0,3,4,3,11.8166666666667,0,0,3,3,3,11.3333333333333,0,11.1,0.6,2.02,"Not Dropout"
"148",202,1,1,4,9238,1,1,127,1,19,19,4,0,127.4,1,0,0,1,0,0,20,0,0,6,8,6,11.1666666666667,0,0,6,6,6,11.3333333333333,0,7.6,2.6,0.32,"Not Dropout"
"149",203,1,1,4,9500,1,1,140,1,19,19,7,7,129.5,1,0,0,1,0,0,18,0,0,8,8,7,12.3242857142857,0,0,8,8,7,12.3242857142857,0,10.8,1.4,1.74,"Not Dropout"
"150",204,1,44,1,9238,1,39,130,1,38,38,5,10,126.7,0,0,1,1,0,0,21,0,3,6,6,6,12.1666666666667,0,2,6,7,6,11.7142857142857,0,13.9,-0.3,0.79,"Not Dropout"
"151",206,1,1,1,9238,1,1,132,1,34,34,0,0,119.1,1,0,0,1,0,0,18,0,0,6,9,4,11,0,0,6,9,4,10.75,0,7.6,2.6,0.32,"Not Dropout"
"152",207,1,1,2,9500,1,1,149,1,19,38,9,9,126.5,1,0,0,1,0,0,18,0,0,8,8,7,12.9142857142857,0,0,8,8,7,12.9142857142857,0,12.7,3.7,-1.7,"Not Dropout"
"153",208,1,1,4,9773,1,1,155,1,3,19,1,4,149.8,1,0,0,1,0,1,18,0,0,6,6,6,13.8333333333333,0,0,6,6,6,14.1666666666667,0,16.2,0.3,-0.92,"Not Dropout"
"154",209,1,1,1,9085,1,1,120,1,19,1,8,7,115.1,1,0,0,1,0,0,19,0,0,6,8,6,13.8571428571429,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,"Not Dropout"
"155",212,1,1,1,9500,1,1,149,1,37,37,9,9,136,0,0,0,1,0,1,18,0,0,7,7,6,12.9166666666667,0,0,7,7,6,12.9166666666667,0,7.6,2.6,0.32,"Not Dropout"
"156",213,1,43,1,9130,1,1,140,1,1,3,9,2,140,1,0,0,1,0,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.8571428571429,0,13.9,-0.3,0.79,"Not Dropout"
"157",214,1,39,1,9991,0,1,133.1,1,37,37,9,9,126.3,0,0,0,1,0,1,26,0,0,5,7,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,"Dropout"
"158",216,1,39,1,9556,1,40,130,1,1,1,4,5,145,0,0,0,1,0,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,"Not Dropout"
"159",217,1,18,1,9147,1,1,121,1,19,3,5,5,115.8,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,"Not Dropout"
"160",218,1,39,1,8014,0,1,120,1,19,37,8,7,100,1,0,0,1,0,0,24,0,0,6,11,1,10,0,0,6,6,0,0,6,9.4,-0.8,-3.12,"Dropout"
"161",219,1,39,1,8014,0,1,133.1,1,1,19,5,4,102.5,0,0,0,1,0,1,27,0,0,6,16,1,10,0,0,6,13,0,0,0,8.9,1.4,3.51,"Dropout"
"162",220,1,17,1,9085,1,1,121,1,19,37,1,3,131.5,0,0,0,1,0,0,21,0,0,5,10,0,0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,"Dropout"
"163",221,1,1,1,9147,1,1,133,1,38,38,7,7,147,0,0,0,1,0,1,18,0,0,5,7,4,13,0,0,5,8,3,12.3333333333333,0,9.4,-0.8,-3.12,"Not Dropout"
"164",222,2,1,4,9853,1,1,134,1,37,37,5,7,122.5,0,1,0,1,0,1,19,0,0,6,6,6,13.3333333333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,"Not Dropout"
"165",223,1,1,3,9254,1,1,115,1,1,1,3,3,117.5,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,"Dropout"
"166",224,1,51,1,9500,1,1,127,1,19,1,5,9,150,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.1928571428571,0,11.1,0.6,2.02,"Not Dropout"
"167",225,1,18,1,9500,1,1,135,1,1,38,4,5,127.5,1,0,0,1,0,1,19,0,0,7,8,6,13.7416666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,"Not Dropout"
"168",227,2,7,1,9147,1,3,130,1,1,4,3,10,130,0,0,0,1,0,0,45,0,0,5,6,5,11,0,0,5,5,5,13.8,0,12.4,0.5,1.79,"Not Dropout"
"169",228,1,1,1,9238,1,1,135,1,1,1,9,9,133.3,0,0,0,1,0,1,20,0,0,6,6,6,12,0,0,6,7,6,12.8571428571429,0,11.1,0.6,2.02,"Not Dropout"
"170",229,1,39,2,9670,1,1,140,1,34,34,0,0,97,1,0,0,1,0,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"171",230,1,43,1,9500,1,1,120,1,1,1,5,8,112,1,0,0,1,0,1,19,0,0,8,15,7,11.5714285714286,0,0,8,15,7,11.5714285714286,0,12.7,3.7,-1.7,"Not Dropout"
"172",231,1,1,2,9254,1,1,140,1,1,37,4,5,123.6,1,0,0,1,0,0,18,0,0,6,10,6,12.8571428571429,0,0,6,6,3,12.6666666666667,0,12.7,3.7,-1.7,"Not Dropout"
"173",232,1,39,1,9254,1,3,133.1,1,19,19,4,6,130.5,0,0,0,1,0,0,38,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"174",233,1,1,2,9670,1,1,135,1,1,3,4,3,133.3,0,0,0,1,0,0,19,0,0,5,5,5,13,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,"Not Dropout"
"175",235,1,1,1,9147,1,1,133.1,1,37,1,9,10,100,0,0,0,1,0,0,21,0,0,5,12,3,12,0,0,5,12,1,15,3,16.2,0.3,-0.92,"Dropout"
"176",236,1,1,1,9238,1,1,154,1,38,37,9,9,140.4,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13,0,10.8,1.4,1.74,"Not Dropout"
"177",237,1,1,1,9853,1,1,148,1,19,19,5,7,141.7,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.1666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"178",238,1,17,2,9238,1,1,133,1,37,37,3,9,119.7,0,1,0,1,0,1,18,0,0,6,9,6,11.3333333333333,0,0,6,9,6,11.5714285714286,0,15.5,2.8,-4.06,"Not Dropout"
"179",239,1,1,1,9130,1,1,126,1,19,1,9,9,122.5,1,0,0,0,0,0,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,"Dropout"
"180",240,1,39,1,9085,1,19,133.1,1,19,19,9,7,140,0,0,1,0,0,0,24,0,2,6,11,3,11.75,0,1,6,14,3,10.3333333333333,0,16.2,0.3,-0.92,"Dropout"
"181",241,1,1,3,9500,1,1,125,1,3,1,4,4,119.4,1,0,0,1,0,0,19,0,0,7,10,6,12.4714285714286,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,"Not Dropout"
"182",245,1,1,1,9147,1,1,127,1,38,19,9,10,117.9,0,0,0,1,0,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.3636363636364,0,8.9,1.4,3.51,"Not Dropout"
"183",247,1,17,3,9500,1,1,129,1,19,37,7,6,120,1,0,0,1,0,1,19,0,0,8,8,7,13.1514285714286,0,0,8,8,7,13.1514285714286,0,10.8,1.4,1.74,"Not Dropout"
"184",248,1,44,1,9003,1,39,130,1,37,37,9,10,130,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.3333333333333,0,13.9,-0.3,0.79,"Dropout"
"185",250,1,1,1,9670,1,1,136,1,19,1,9,8,123.4,1,0,0,1,0,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.1428571428571,0,11.1,0.6,2.02,"Not Dropout"
"186",251,1,1,3,9070,1,1,125,1,19,38,9,9,125.4,1,0,0,1,0,0,19,0,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,"Not Dropout"
"187",252,1,1,3,9773,1,1,131,1,38,37,7,7,127.2,1,0,0,1,0,1,18,0,0,6,6,6,15,0,0,6,6,6,12.8333333333333,0,8.9,1.4,3.51,"Dropout"
"188",253,1,1,1,9085,1,1,122,1,9,19,90,6,103.4,0,0,0,1,0,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13,0,7.6,2.6,0.32,"Not Dropout"
"189",254,1,1,1,9773,1,1,127,1,37,37,9,8,123.2,1,0,0,1,0,0,18,0,0,6,12,1,11,0,0,6,12,0,0,0,9.4,-0.8,-3.12,"Not Dropout"
"190",255,1,17,1,9147,1,1,136,1,1,1,4,4,124.1,0,0,0,1,0,0,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,"Not Dropout"
"191",257,1,17,1,9991,0,40,127,1,37,37,6,6,124.9,0,0,0,1,0,0,29,0,0,5,10,5,13.5714285714286,0,0,5,14,5,12.3333333333333,3,16.2,0.3,-0.92,"Not Dropout"
"192",258,1,17,3,9070,1,1,116,1,37,37,9,9,110.8,0,0,0,1,0,0,18,0,0,6,6,6,11.8333333333333,0,0,6,6,6,12.5,0,7.6,2.6,0.32,"Not Dropout"
"193",259,1,1,1,9238,1,1,121,1,1,1,9,8,118.9,1,0,0,1,0,1,19,0,0,6,8,5,11.6666666666667,0,0,6,9,5,12.6666666666667,0,12.4,0.5,1.79,"Not Dropout"
"194",263,1,43,1,9119,1,1,130,1,37,38,9,9,120,0,0,1,0,0,0,30,0,8,12,17,8,11.75,0,6,12,19,6,12.1666666666667,2,7.6,2.6,0.32,"Dropout"
"195",264,1,1,1,9238,1,1,135,1,1,1,4,4,122.8,0,0,0,1,0,0,18,0,0,6,7,6,14,0,0,6,7,6,14,0,10.8,1.4,1.74,"Not Dropout"
"196",266,1,1,2,9773,1,1,146,1,3,1,1,3,149.2,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,6,10,3,11.6666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"197",268,1,1,2,9773,1,1,154,1,38,38,9,9,133.4,1,0,0,1,0,1,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,"Not Dropout"
"198",271,1,44,1,9003,1,39,150,1,37,38,4,8,150,0,0,0,1,0,1,21,0,0,6,9,6,12.6666666666667,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,"Not Dropout"
"199",272,1,1,2,9147,1,1,121,1,1,19,9,9,113.7,1,0,0,0,0,0,20,0,0,5,10,2,10,0,0,5,12,1,13,0,7.6,2.6,0.32,"Dropout"
"200",273,1,17,1,9147,1,1,122,1,12,19,4,8,117.8,1,0,0,1,0,0,20,0,0,5,10,5,13.5,0,0,5,8,5,12.3333333333333,0,13.9,-0.3,0.79,"Not Dropout"
"201",274,1,1,1,9500,1,1,143,1,5,1,2,5,136.7,0,0,0,1,0,0,19,0,2,7,8,7,12.67,0,1,8,8,8,13.55,0,11.1,0.6,2.02,"Not Dropout"
"202",275,1,1,1,9238,1,1,152,1,1,38,4,5,144.7,0,0,0,1,0,0,20,0,0,6,8,6,14.5,0,0,6,7,6,15.4285714285714,0,16.2,0.3,-0.92,"Not Dropout"
"203",276,1,17,3,9500,1,1,145,1,12,1,4,10,139.8,1,0,0,1,0,0,18,0,0,7,7,7,13.6857142857143,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79,"Not Dropout"
"204",277,1,42,1,9853,1,1,120,1,37,38,3,3,113.7,0,0,0,1,0,0,20,0,0,6,8,5,11,0,0,6,10,3,10.6666666666667,0,12.7,3.7,-1.7,"Dropout"
"205",279,1,1,1,9500,1,1,143,1,19,19,5,6,142.3,0,0,0,1,0,1,18,0,0,7,7,7,13.7971428571429,0,0,8,8,8,13.775,0,12.4,0.5,1.79,"Not Dropout"
"206",281,1,16,2,9147,1,1,139,1,38,37,9,9,123.7,1,0,0,1,0,1,22,0,0,5,8,4,12,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,"Not Dropout"
"207",282,4,1,1,8014,0,1,133.1,1,39,19,4,10,143,1,0,0,1,0,1,47,0,0,6,9,5,14.1666666666667,0,0,6,7,6,14.1666666666667,0,16.2,0.3,-0.92,"Not Dropout"
"208",285,1,1,1,8014,0,1,128,1,38,38,0,0,122.1,0,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,10,6,11.8571428571429,0,7.6,2.6,0.32,"Not Dropout"
"209",286,2,39,1,9773,1,12,100,1,1,1,4,4,100,0,0,0,1,0,0,24,0,0,6,6,6,12.1666666666667,0,0,6,6,6,13.8333333333333,0,7.6,2.6,0.32,"Not Dropout"
"210",287,1,17,1,9070,1,1,123,1,4,37,2,9,113.9,0,0,0,1,0,0,18,0,0,6,8,6,12.5,0,0,6,6,6,12.3333333333333,0,15.5,2.8,-4.06,"Not Dropout"
"211",289,1,18,2,8014,0,1,117,1,3,1,3,4,111.8,1,0,0,1,0,1,19,0,0,6,8,6,10.8333333333333,0,0,6,9,6,11.5,0,10.8,1.4,1.74,"Not Dropout"
"212",291,1,17,4,9085,1,1,123,1,19,19,4,10,124.4,1,0,0,1,0,0,19,0,0,6,14,6,15.6666666666667,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,"Not Dropout"
"213",292,1,44,1,9003,1,39,150,1,19,37,6,6,150,0,0,1,1,0,1,19,0,0,6,9,6,14.3333333333333,0,0,6,7,6,13.8333333333333,0,13.9,-0.3,0.79,"Not Dropout"
"214",293,1,44,1,9003,1,39,140,1,37,37,9,4,140,0,0,0,1,0,0,24,0,0,6,10,6,11.4285714285714,0,0,6,12,5,13,0,12.4,0.5,1.79,"Not Dropout"
"215",294,1,17,4,9238,1,1,123,1,19,19,191,144,116,1,0,0,1,0,1,18,0,0,6,9,6,11.6666666666667,0,0,6,8,6,11.6666666666667,0,8.9,1.4,3.51,"Not Dropout"
"216",300,1,1,1,9500,1,1,141,1,19,38,5,7,125.5,0,0,0,1,0,0,18,0,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12,"Not Dropout"
"217",302,1,1,2,9085,1,1,117,1,38,37,9,9,113.5,1,0,0,1,0,1,21,0,0,5,7,4,12,0,0,5,5,5,12.2,0,10.8,1.4,1.74,"Not Dropout"
"218",304,1,51,1,9670,1,1,136,1,19,19,5,5,122,0,0,1,0,0,0,18,0,0,5,6,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,"Dropout"
"219",305,1,17,2,9238,1,1,143,1,1,11,4,3,128,1,0,0,1,0,0,19,0,0,6,11,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"220",306,1,1,1,9670,1,1,119,1,1,19,4,10,115.5,1,0,0,1,0,0,19,0,0,6,8,4,11,0,0,6,9,4,11,0,10.8,1.4,1.74,"Not Dropout"
"221",308,1,39,1,9130,1,3,150,1,3,1,90,90,150,1,0,0,1,0,0,34,0,1,5,6,1,11,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"222",310,1,44,1,9130,1,39,120,1,37,37,7,8,120,1,0,1,0,0,0,19,0,2,6,7,5,11.6,0,1,6,12,2,11,0,12.4,0.5,1.79,"Dropout"
"223",311,1,51,1,9238,1,1,160,1,3,19,2,1,116.1,0,0,1,1,0,0,26,0,0,6,6,6,14.8333333333333,0,0,6,7,6,15.1428571428571,0,11.1,0.6,2.02,"Not Dropout"
"224",312,1,17,1,9853,1,1,133.1,1,34,34,0,0,118.9,1,0,0,1,0,0,21,0,0,6,12,3,11.3333333333333,0,0,6,10,3,11.3333333333333,0,7.6,2.6,0.32,"Dropout"
"225",313,1,17,2,9147,1,1,142,1,19,19,4,8,127.3,0,0,0,1,0,1,18,0,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,"Not Dropout"
"226",315,1,51,1,9147,1,1,135,1,1,1,4,4,118.5,0,0,0,1,0,0,25,0,0,5,12,2,10.5,0,0,5,5,0,0,0,11.1,0.6,2.02,"Dropout"
"227",316,1,1,1,9147,1,1,153,1,1,38,4,3,146.7,0,0,0,1,0,0,18,0,0,5,5,5,16.2,0,0,5,5,5,16.4,0,11.1,0.6,2.02,"Not Dropout"
"228",318,1,1,1,9500,1,1,152,1,41,19,3,5,137.8,0,0,0,1,0,0,19,0,0,7,7,7,13.6942857142857,0,0,8,9,8,14.3555555555556,0,11.1,0.6,2.02,"Not Dropout"
"229",319,1,1,1,9238,1,1,120,1,19,38,5,9,130.2,0,0,0,1,0,1,18,0,0,6,8,6,11.2857142857143,0,0,6,10,6,11.8571428571429,0,12.4,0.5,1.79,"Not Dropout"
"230",320,1,17,1,9500,1,1,160,1,38,38,7,7,147.8,0,0,0,1,0,0,20,0,0,7,11,6,11.7571428571429,0,0,8,12,6,13.0833333333333,0,15.5,2.8,-4.06,"Not Dropout"
"231",322,1,42,1,9500,1,1,100,1,37,37,7,9,100,1,0,0,1,0,1,19,0,0,8,8,7,13.0585714285714,0,0,8,8,7,13.0585714285714,0,10.8,1.4,1.74,"Not Dropout"
"232",324,1,43,4,9147,1,1,124,1,37,37,9,9,117.4,0,0,0,1,0,0,19,0,3,10,15,5,11.8,0,4,10,14,8,12,0,7.6,2.6,0.32,"Not Dropout"
"233",326,1,1,1,9254,1,1,121,1,19,19,5,8,117.5,1,0,0,1,0,0,18,0,0,6,7,6,10.5714285714286,0,0,6,11,3,11.6666666666667,0,16.2,0.3,-0.92,"Not Dropout"
"234",327,1,43,1,9500,1,6,134,1,1,37,9,9,120.4,1,0,0,1,0,0,19,0,0,7,7,6,13.3333333333333,0,0,7,7,6,13.3333333333333,0,7.6,2.6,0.32,"Not Dropout"
"235",328,1,1,1,9238,1,1,134,1,1,1,9,6,130.9,0,0,1,1,0,0,18,0,0,6,10,6,11.8571428571429,0,0,6,9,5,11,0,13.9,-0.3,0.79,"Not Dropout"
"236",330,1,1,1,9085,1,1,135,1,19,38,9,5,136.8,1,0,0,1,0,0,18,0,0,5,11,5,14,3,0,5,7,5,11.6,0,9.4,-0.8,-3.12,"Not Dropout"
"237",332,1,44,1,9119,1,39,151,1,19,37,4,7,151,0,0,1,1,0,0,26,0,0,5,6,0,0,0,0,5,5,0,0,0,16.2,0.3,-0.92,"Dropout"
"238",335,1,1,1,9238,1,1,133,1,34,37,4,9,134.4,1,0,0,1,0,1,18,0,0,6,6,6,12.1666666666667,0,0,6,9,6,13.6666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"239",336,1,44,1,9238,1,39,140,1,38,37,7,7,143,0,0,0,1,0,0,19,0,3,6,6,6,13.3333333333333,0,2,6,6,6,14.6666666666667,0,13.9,-0.3,0.79,"Not Dropout"
"240",337,1,7,1,9853,1,40,110,1,41,3,2,1,110,0,0,1,1,0,0,40,0,0,7,8,7,15,0,0,7,7,7,14.5714285714286,0,12.4,0.5,1.79,"Not Dropout"
"241",338,1,1,4,9500,1,1,141,1,38,38,7,7,132.5,1,0,0,1,0,1,18,0,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,"Not Dropout"
"242",339,1,17,1,9238,1,1,122,1,3,1,9,10,114.7,0,0,0,1,0,0,19,0,0,6,9,5,12.1666666666667,0,0,6,8,6,12.4285714285714,0,13.9,-0.3,0.79,"Not Dropout"
"243",340,1,17,1,9130,1,1,156,1,2,9,3,5,166.9,0,0,0,1,0,0,18,0,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,"Not Dropout"
"244",341,1,1,1,9085,1,1,129,1,1,2,3,1,125.9,1,0,0,1,0,0,19,0,0,5,13,4,12,2,0,5,8,3,12,0,9.4,-0.8,-3.12,"Not Dropout"
"245",342,1,1,1,171,1,1,188,1,3,3,2,2,178.3,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"246",343,2,39,1,8014,0,1,120,1,37,37,9,9,117,1,0,0,1,0,0,33,0,0,6,7,6,12.8333333333333,0,0,6,8,6,12.8571428571429,0,12.4,0.5,1.79,"Not Dropout"
"247",344,1,39,1,9003,1,3,130,1,3,3,1,2,150,0,0,0,1,0,0,35,0,0,6,10,6,14,0,0,6,11,6,13.1,0,16.2,0.3,-0.92,"Not Dropout"
"248",345,1,42,1,9147,1,1,130,1,37,38,9,1,130,1,0,0,1,0,0,26,0,3,5,5,4,13,0,1,5,7,2,12,0,9.4,-0.8,-3.12,"Not Dropout"
"249",346,1,1,1,9773,1,1,140,1,19,19,7,5,135.1,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,9.4,-0.8,-3.12,"Not Dropout"
"250",348,4,39,1,9991,0,1,133.1,1,37,37,6,6,136.2,0,0,0,1,0,0,39,0,0,5,6,5,11,0,0,5,9,5,11.6666666666667,0,10.8,1.4,1.74,"Not Dropout"
"251",349,2,39,1,9238,1,1,120,1,37,37,9,9,116,0,0,0,1,0,0,44,0,0,6,8,6,13,0,0,6,6,6,13.8333333333333,0,12.7,3.7,-1.7,"Not Dropout"
"252",350,1,1,2,8014,0,1,96,1,3,1,3,9,100,0,0,0,1,0,0,20,0,0,6,10,5,12,0,0,6,9,4,11.25,0,9.4,-0.8,-3.12,"Not Dropout"
"253",351,1,1,1,9254,1,1,117,1,19,19,9,9,116.3,1,0,0,1,0,0,24,0,0,6,9,4,12.6,0,0,6,6,4,11.5,0,12.7,3.7,-1.7,"Dropout"
"254",352,1,43,1,9773,1,1,123,1,19,19,9,8,134,0,0,0,1,0,1,20,0,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,12.4,0.5,1.79,"Not Dropout"
"255",355,1,1,1,9254,1,1,127,1,19,19,4,6,120.7,0,0,1,0,0,0,22,0,0,6,10,5,11,0,0,6,12,0,0,0,10.8,1.4,1.74,"Dropout"
"256",357,1,39,1,9500,1,19,133.1,1,38,37,9,9,133,0,0,0,1,0,0,24,0,0,7,9,6,12.5857142857143,0,0,8,9,7,13.4428571428571,0,13.9,-0.3,0.79,"Not Dropout"
"257",358,1,39,1,9991,0,1,133.1,1,37,37,90,8,128.2,0,0,0,1,0,0,33,0,0,5,0,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"258",359,1,39,1,9003,1,1,133.1,1,37,37,3,8,130,0,0,1,1,0,1,30,0,0,6,6,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,"Not Dropout"
"259",360,1,39,1,9085,1,43,160,1,3,39,2,3,172,0,0,0,1,0,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"260",361,1,17,4,9853,1,1,140,1,19,38,4,1,128.5,1,0,0,1,0,0,18,0,0,6,7,6,11.6666666666667,0,0,6,10,6,11.8333333333333,0,10.8,1.4,1.74,"Not Dropout"
"261",362,1,1,1,9773,1,1,146,1,37,38,9,7,128.5,0,0,1,1,0,0,19,0,0,6,13,3,12.6666666666667,0,0,6,12,2,10,0,10.8,1.4,1.74,"Dropout"
"262",363,1,17,4,9147,1,1,112,1,19,38,9,10,112,1,0,0,1,0,0,20,0,0,5,10,3,10.3333333333333,0,0,5,9,4,11,2,16.2,0.3,-0.92,"Not Dropout"
"263",365,1,1,4,9500,1,1,136,1,1,1,9,1,133,1,0,0,1,0,0,19,0,0,7,8,5,13.98,0,0,7,8,5,13.98,0,7.6,2.6,0.32,"Not Dropout"
"264",366,1,1,1,9085,1,1,133.1,1,37,38,7,5,106,1,0,0,1,0,1,21,0,0,6,13,6,16.1538461538462,0,0,6,10,6,15.75,0,15.5,2.8,-4.06,"Not Dropout"
"265",368,1,17,1,9085,1,1,134,1,19,37,2,7,131.2,0,0,0,1,0,0,19,0,0,5,8,1,11,0,0,5,6,5,11.2,0,7.6,2.6,0.32,"Not Dropout"
"266",369,1,1,1,9853,1,1,122,1,38,37,191,195,112.9,1,0,0,1,0,1,19,0,0,7,8,7,13.8571428571429,0,0,7,8,6,13.6666666666667,0,8.9,1.4,3.51,"Not Dropout"
